latitude,longitude,altitude,geometry,FID,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteTy,LPC_SiteNo,LPC_SiteSt,LPC_Altern,Shape_Leng,Shape_Area,LP_NumTrim,DesDate,LandmarkTy,NEIGHBORHO,Full_Cit,Date_Low,Date_High,AltDate_Lo,AltDate_Hi,Arch_Prima,Arch_Alter,OtherDesig,Style_Prim,Style_Alt,BuildType,USE_ORIG,Use_Second,Use_Tertia,Date_Comb,URL_REPORT,URL_IMAGE,Web_FLAG,BORO,WebDes_Dte,BBL_string
40.73455096,-74.00162663,,Point,321,0,MN,611,30,155-159 West 10th Street (aka 186-188 Waverly Place),1006110030,Julius' Bar Building,LP-02663,"Borough of Manhattan, Tax Map Block 611, Lot 30",Block and Lot, ,Designated, ,0,0,LP-2663,1.67E+12,Individual Landmark,Greenwich Village,"1826, 1845, c. 1893-95, c. 1911-16; altered c. 1920-30, 1982",1826,1845,0,0,Unknown, , ,Arts & Crafts, ,Row House,"Commercial, residential", , ,1826 - 1845,http://s-media.nyc.gov/agencies/lpc/lp/2663.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2663.jpg,1,Manhattan,1.67E+12,1006110030
40.81047709,-73.90758063,,Point,322,0,BX,2576,25,455 Southern Boulevard (aka 462 Wales Avenue),2025760026,Samuel Gompers Industrial High School,LP-02666,"Borough of the Bronx Tax Map Block 2576, Lot 26.",Partial Lot, ,Designated, ,0,0,LP-2666,1.67E+12,Individual Landmark,"Mott Haven, Port Morris","William H. Gompert, 1931-33",1931,1933,0,0,William H. Gompert,Walter C. Martin, ,Medieval Revival,Art Deco,School,"Civic, school", , ,1931 - 1933,http://s-media.nyc.gov/agencies/lpc/lp/2666.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2666.jpg,1,The Bronx,1.67E+12,2025760026
40.73974835,-73.99701651,,Point,323,0,MN,792,53,128 West 17th Street,1007920053,(Former) Colored School No. 4,LP-02659,"Borough of Manhattan Tax Map Block 792, Lot 53",Block and Lot, ,Designated, ,0,0,LP-2659,1.68E+12,Individual Landmark,"Hudson Yards, Chelsea, Flatiron, Union Square", ,1849,1850,1936,1936,Unknown,Unknown, ,Greek Revival, ,School,School, , ,1849 - 1850,http://s-media.nyc.gov/agencies/lpc/lp/2659.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2659.jpg,1,Manhattan,1.68E+12,1007920053
40.81029205,-73.88252091,,Point,330,0,BX,2772,170,"Oak Point Avenue, Drake Park South, Longfellow Avenue, and Hunts Point Avenue",1027720170,Joseph Rodman Drake Park and Enslaved People's Burial Ground,LP-02674,"Borough of the Bronx, Tax Map Block 2772, Lot 170.",Block and Lot, ,Designated, ,0,0,LP-2674,1.70E+12,Individual Landmark,Hunts Point,c. 1720-1864; c. 1910-19,1720,1919,0,0,Unknown, , , , ,Cemetery,Cemetery,Park, ,c. 1720-1864; c. 1910-19,http://s-media.nyc.gov/agencies/lpc/lp/2674.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2674.jpg,1,The Bronx,1.70E+12,1027720170
40.7599927,-73.96537402,,Point,331,0,MN,1331,128,246 East 58th Street,1013310128,Modulightor Building,LP-02676,"Borough of Manhattan Tax Map Block 1331, Lot 128",Block & Lot, ,Designated, ,0,0,LP-2676,1.70E+12,Individual Landmark,Turtle Bay/East Midtown,"Paul Rudolph, 1988-93",1988,1993,2018,0,Paul Rudolph,Mark Squeo, ,Late Modern, ,Row House with Commercial,"Mixed-use, commercial & residential", , ,1988 - 1993,http://s-media.nyc.gov/agencies/lpc/lp/2676.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2676.jpg,1,Manhattan,1.70E+12,1013310128
40.76611058,-73.9354437,,Point,332,0,QN,522,29,12-12 33rd Avenue,4005220029,"Barkin, Levin & Company Office Pavilion",LP-02675,"Borough of Queens Tax Map Block 522, Lot 29 in part",Partial Lot, ,Designated, ,0,0,LP-2675,1.70E+12,Individual Landmark,Astoria,"Ulrich Franzen, 1957-58",1957,1958,0,0,Ulrich Franzen, , ,Mid-20th Century Modern, ,Office Building,"Commercial, offices", , ,1957 - 1958,http://s-media.nyc.gov/agencies/lpc/lp/2675.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2675.jpg,1,Queens,1.70E+12,4005220029
40.84605369,-73.89834688,,Point,333,0,BX,2918,1,1866 Washington Avenue,2029180001,"New York Public Library, Tremont Branch",LP-02677,"Borough of the Bronx Tax Map Block 2918, Lot 1",Block and Lot, ,Designated, ,0,0,LP-2677,1.71E+12,Individual Landmark,Bathgate,"Carrere & Hastings, 1905",1905,1905,0,0,Carrere & Hastings, , ,neo-Federal, ,Library,"Civic, library", , ,1905,http://s-media.nyc.gov/agencies/lpc/lp/2677.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2677.jpg,1,The Bronx,1.71E+12,2029180001
40.76291719,-73.97455964,,Point,334,0,MN,1272,7503,"730 Fifth Avenue (aka 728-734 Fifth Avenue, 2-4 West 57th Street)",1012727503,Heckscher Building (now the Crown Building),LP-02678,"Borough of Manhattan Tax Map Block 1272, Lot 7503",Block and Lot, ,Designated, ,0,0,LP-2678,1.72E+12,Individual Landmark,Midtown/Midtown South,"Warren & Wetmore, 1920-22",1920,1922,0,0,Warren & Wetmore, , ,French Renaissance Revival, ,Commercial Building,Commercial, , ,1920 - 1922,http://s-media.nyc.gov/agencies/lpc/lp/2678.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2678.jpg,1, ,1.72E+12, 
40.56370799,-74.13492918,,Point,335,0,SI,4475,300,3201 Amboy Road,5044750300,Frederick Douglass Memorial Park,LP-02682,"Borough of Staten Island Tax Map Block 4475, Lot 300",Block & Lot, ,Designated, ,0,0,LP-2682,1.72E+12,Individual Landmark,Oakwood Heights,"J. Wallace Higgins, 1935",1935,1935,0,0,J. Wallace Higgins, , , , ,Park,Cemetery, , ,1935,http://s-media.nyc.gov/agencies/lpc/lp/2682.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2682.jpg,1,Staten Island,1.72E+12,5044750300
40.69269541,-73.98845287,,Point,336,0,BK,140,7503,"345 Adams Street (aka 372-392 Pearl Street, 11-17 Willoughby Street)",3001407503,Brooklyn Edison Building,LP-02680,"Borough of Brooklyn Tax Map Block 150, Lot 7503 (previously lot 123)",Block & Lot, ,Designated, ,0,0,LP-2680,1.72E+12,Individual Landmark,Downtown Brooklyn,"McKenzie, Voorhees & Gmelin, 1922-26",1922,1926,0,0,"McKenzie, Voorhees & Gmelin", , ,Renaissance Revival, ,"Office Building, Commercial",Office Building, , ,1922-1926,http://s-media.nyc.gov/agencies/lpc/lp/2680.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2680.jpg,1,Brooklyn,1.72E+12,3001407503
40.76163965,-73.97540344,,Point,337,803,MN,1270,38,696-700 Fifth Avenue,1012700038,Gotham Hotel,LP-01697,"Borough of Manhattan Tax Map Block 1270, Lot 38.",Block and Lot, ,Designated,now the Peninsula Hotel,489.7402434,14832.45461,LP-1697,6.13E+11,Individual Landmark,Midtown/Midtown South,"Hiss & Weekes, 1902-05",1902,1905,0,0,Hiss & Weekes, , ,Italian Renaissance, ,Hotel,"Commercial, hotel", , ,1902 - 1905,http://s-media.nyc.gov/agencies/lpc/lp/1697.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1697.jpg,1,Manhattan,6.13E+11, 
40.76585396,-73.97144243,,Point,339,805,MN,1376,69,2 East 62nd Street,1013760069,Knickerbocker Club Building,LP-01025,"Borough of Manhattan Tax Map Block 1376, Lot 69.",Block and Lot, ,Designated, ,410.2175743,8656.774813,LP-1025,3.06E+11,Individual Landmark,Upper East Side,"Delano & Aldrich, 1913-15",1913,1915,0,0,Delano & Aldrich, , , , ,Club,"Institutional, private club", , ,1913 - 1915,http://s-media.nyc.gov/agencies/lpc/lp/1025.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1025.jpg,1,Manhattan,3.06E+11, 
40.75145675,-73.97707051,,Point,340,806,MN,1296,7501,110 East 42nd Street,1012967501,Bowery Savings Bank Building,LP-01912,"Borough of Manhattan Tax Map Block 1296, Lots 1001 through 1005.",Block and Lot,Designation report correctly lists condo lots 1001 to 1005,Designated, ,726.0400179,26933.42325,LP-1912,8.43E+11,Individual Landmark,Murray Hill/Kips Bay,"York & Sawyer, William Louis Ayers, partner in charge, 1921-23 and 1931-33",1921,1923,1931,1933,York & Sawyer; William Louis Ayres,York & Sawyer; William Louis Ayres, ,Italian Romanesque, ,Bank,"Commercial, bank",Special Events, ,1921 - 1923,http://s-media.nyc.gov/agencies/lpc/lp/1912.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1912.jpg,1,Manhattan,8.43E+11, 
40.75440131,-73.97610482,,Point,345,811,MN,1300,1,230 Park Avenue,1013000001,New York Central Building,LP-01297,"Borough of Manhattan Tax Map Block 1300, Lot 1.",Block and Lot, ,Designated,now the Helmsley Building,1117.245061,72682.51738,LP-1297,5.44E+11,Individual Landmark,Turtle Bay/East Midtown,"Warren & Wetmore, 1927-29",1927,1929,0,0,Warren & Wetmore, , , , ,Office Building,"Commercial, office building",Hotel, ,1927 - 1929,http://s-media.nyc.gov/agencies/lpc/lp/1297.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1297.jpg,1,Manhattan,5.44E+11, 
40.66290879,-73.98292643,,Point,351,817,BK,1102,12,1402 8th Avenue,3011020012,14th Regiment Armory,LP-01965,"Borough of Brooklyn Tax Map Block 1102, Lot 12.",Block and Lot, ,Designated, ,1524.965397,114845.7666,LP-1965,8.93E+11,Individual Landmark,"Park Slope, Gowanus","William A. Mundell, 1891-95",1891,1895,0,0,William A. Mundell, , , , ,Armory,"Civic, armory", , ,1891 - 1895,http://s-media.nyc.gov/agencies/lpc/lp/1965.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1965.jpg,1,Brooklyn,8.93E+11, 
40.6924065,-73.98596734,,Point,357,823,BK,148,46,81 Willoughby Street,3001480046,New York and New Jersey Telephone and Telegraph Building,LP-02156,"Borough of Brooklyn Tax Map Block 148, Lot 46.",Block and Lot, ,Designated, ,436.2604946,11883.23494,LP-2156,1.09E+12,Individual Landmark,"Downtown Brooklyn, Boerum Hill","Rudolph L. Daus, 1897-98",1897,1898,0,0,Rudolph L. Daus, , ,Beaux Arts, ,Office Building,"Commercial, office building", , ,1897 - 1898,http://s-media.nyc.gov/agencies/lpc/lp/2156.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2156.jpg,1,Brooklyn,1.09E+12, 
40.69459678,-73.9920548,,Point,359,825,BK,244,17,177-179 Montague Street,3002440017,Brooklyn Trust Company Building,LP-01905,"Borough of Brooklyn Tax Map Block 244, Lot 17.",Block and Lot, ,Designated, ,579.6839938,14170.91869,LP-1905,8.36E+11,Individual Landmark,Brooklyn Heights,"York & Sawyer, 1913-16",1913,1916,0,0,York & Sawyer, , ,Renaissance Revival, ,Bank,"Commercial, bank", , ,1913 - 1916,http://s-media.nyc.gov/agencies/lpc/lp/1905.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1905.jpg,1,Brooklyn,8.36E+11, 
40.69027285,-73.98499135,,Point,375,841,BK,157,9,450-458 Fulton Street,3001570009,A. I. Namm & Son Department Store,LP-02170,"Borough of Brooklyn Tax Map Block 157, Lot 9.",Block and Lot, ,Designated, ,428.1506501,9665.347987,LP-2170,1.11E+12,Individual Landmark,Downtown Brooklyn,"Robert D. Kohn and Charles Butler, 1924-25, 1928-29",1924,1929,0,0,Robert Kahn; Charles Butler, , ,Art Deco, ,Department Store,"Commercial, retail, store", , ,1924 - 1929,http://s-media.nyc.gov/agencies/lpc/lp/2170.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2170.jpg,1,Brooklyn,1.11E+12, 
40.69433446,-73.98488413,,Point,381,847,BK,2047,7,311 Bridge Street,3020470007,First Free Congregational Church,LP-02004,"Borough of Brooklyn Tax Map Block 2047, Lot 7.",Block and Lot, ,Designated,"later the Bridge Street African Wesleyan Methodist Episcopal Church, now part of Polytechnic Institute of New York University, Wunsch Student Center",357.9926885,7782.494512,LP-2004,3.75E+11,Individual Landmark,"DUMBO, Vinegar Hill, Downtown Brooklyn, Boerum Hill",1847-47,1846,1847,0,0,Unknown, , ,Greek Revival, ,Church,"Religious, church, congregational","Religious, church, African Methodist Episcopal", ,1846 - 1847,http://s-media.nyc.gov/agencies/lpc/lp/2004.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2004.jpg,1,Brooklyn,3.75E+11, 
40.69258503,-73.98497162,,Point,382,848,BK,2058,7501,97-105 Willoughby Street,3020587501,Long Island Headquarters of the New York Telephone Company,LP-02144,"Borough of Brooklyn Tax Map Block 2058, Lot 1.",Block and Lot,Lot number changed since designation (condo lot),Designated, ,724.2659445,26420.41445,LP-2144,1.10E+12,Individual Landmark,"Downtown Brooklyn, Boerum Hill","Ralph Walker of Vorhees, Gmelin & Walker, 1929-30",1929,1930,0,0,"Ralph Walker; Voorhees, Gmelin & Walker", , ,Art Deco, ,Skyscraper,"Commercial, office building", , ,1929 - 1930,http://s-media.nyc.gov/agencies/lpc/lp/2144.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2144.jpg,1,Brooklyn,1.10E+12, 
40.66865356,-73.9829124,,Point,385,851,BK,1000,1,417 6th Avenue,3010000001,Public School 39,LP-00952,"Borough of Brooklyn Tax Map Block 1000, Lot 1.",Block and Lot, ,Designated,also known as the Henry Bristow School,569.087443,18716.48062,LP-0952,2.27E+11,Individual Landmark,Park Slope,"Samuel B. Leonard, 1876-77",1876,1877,0,0,Samuel B. Leonard, , ,French Second Empire, ,School,"Civic, school", , ,1876 - 1877,http://s-media.nyc.gov/agencies/lpc/lp/0952.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/0952.jpg,1,Brooklyn,2.27E+11, 
40.66824605,-73.98340616,,Point,389,855,BK,1006,1,431 6th Avenue,3010060001,"Brooklyn Public Library, Park Slope Branch",LP-01994,"Borough of Brooklyn Tax Map Block 1006, Lot 1.",Block and Lot, ,Designated, ,571.8203417,18684.49505,LP-1994,9.08E+11,Individual Landmark,Park Slope,Richard F. Almirall,1906,1906,0,0,Richard F. Almirall, , ,Classical Revival, ,Library,"Civic, library", , ,1906,http://s-media.nyc.gov/agencies/lpc/lp/1994.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1994.jpg,1,Brooklyn,9.08E+11, 
40.61078099,-74.00598897,,Point,393,859,BK,6325,1,"adjacent to 16th Avenue, from 84th to 85th Streets",3063250001,New Utrecht Reformed Dutch Church Cemetery,LP-01978,"Borough of Brookly Tax Map Block 6325, Lot 1.",Block and Lot, ,Designated, ,841.3512607,43518.24151,LP-1978,8.85E+11,Individual Landmark,Bensonhurst,c. 1653,1650,1655,0,0,Unknown, , , , ,Cemetery,Cemetery, , ,1650 - 1655,http://s-media.nyc.gov/agencies/lpc/lp/1978.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1978.jpg,1,Brooklyn,8.85E+11, 
40.61516748,-73.98626759,,Point,394,860,BK,5563,68,2017 67th Street,3055630068,Magen David Synagogue,LP-02090,"Borough of Brooklyn Tax Map Block 5563, Lot 68",Block and Lot, ,Designated, ,366.4304188,8285.293105,LP-2090,9.88E+11,Individual Landmark,Bensonhurst,"Maurice Courland, 1920-21",1920,1921,0,0,Maurice Courland, , ,Neo Romanesque, ,Synagogue,"Religious, synagogue", , ,1920 - 1921,http://s-media.nyc.gov/agencies/lpc/lp/2090.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2090.jpg,1,Brooklyn,9.88E+11, 
40.57596347,-73.98168683,,Point,397,863,BK,7064,16,1301 Surf Avenue,3070640016,Coney Island Theater Building,LP-02408,"Borough of Brooklyn Tax map Block 7064, Lot 16.",Block and Lot, ,Designated,later Shore Theater,609.9531672,21188.14446,LP-2408,1.29E+12,Individual Landmark,Coney Island,"Reilly & Hall, 1925",1925,1925,0,0,Reilly & Hall, ,Chanin Construction Company,Neo Renaissance Revival, ,Theater,"Commercial, theater", , ,1925,http://s-media.nyc.gov/agencies/lpc/lp/2408.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2408.jpg,1,Brooklyn,1.29E+12, 
40.59903037,-73.98844308,,Point,399,865,BK,6859,67,2425-2427 86th Street,3068590067,Fire Engine Company 253,LP-01986,"Borough of Brooklyn Tax Map Block 6859, Lot 67.",Block and Lot, ,Designated,originally Engine Company 53,288.3984704,4234.753887,LP-1986,9.06E+11,Individual Landmark,Bensonhurst,"Parfitt Brothers, 1895-96",1895,1896,0,0,Parfitt Brothers, , ,Dutch Renaissance Revival, ,Fire Station,"Civic, fire station", , ,1895 - 1896,http://s-media.nyc.gov/agencies/lpc/lp/1986.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1986.jpg,1,Brooklyn,9.06E+11, 
40.57406415,-73.97918905,,Point,401,867,BK,8696,145,3059 West 12th Street,3086960145,Wonder Wheel,LP-01708,Too long,Irregular,Shape approximate,Designated, ,1288.656734,40807.96339,LP-1708,6.12E+11,Individual Landmark,Coney Island,"Charles Herman, inventor; Eccentric Ferris Wheel Amusement Co., manufacturer, 1918-20",1918,1920,0,0,"Charles Herman, Eccentric Ferris Wheel Amusement Co.", , , , ,Amuseument,"Recreational, amusement", , ,1918 - 1920,http://s-media.nyc.gov/agencies/lpc/lp/1708.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1708.jpg,1,Brooklyn,6.12E+11, 
40.68590223,-73.97089003,,Point,402,868,BK,1957,28,40 Greene Avenue,3019570028,Saint Casimir's Roman Catholic Church,LP-02476,"Borough of Brooklyn, Tax Map Block 1957, Lot 28",Block and Lot, ,Designated,now the Paul Robeson Theatre,287.0885247,4277.943508,LP-2476,1.32E+12,Individual Landmark,Fort Greene,"attributed to Rembrandt Lockwood, c. 1864; alterations, Weber, 1890",1864,1864,1890,1890,Rembrandt Lockwood,Weber, ,Rundbogenstil, ,Church,"Religious, church, Universalist","Religious, church, Roman Catholic","Commercial, theater",1864,http://s-media.nyc.gov/agencies/lpc/lp/2476.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2476.jpg,1,Brooklyn,1.32E+12, 
40.68856805,-73.96526392,,Point,403,869,BK,1932,42,279 Lafayette Avenue,3019320042,Emmanuel Baptist Church,LP-00160,"Borough of Brooklyn Tax Map Block 1932, Lot 42W.",Block and Lot,"Not sure why the ""W"" at the end of the lot number",Designated, ,556.3644621,16854.76689,LP-0160,-35856000000,Individual Landmark,Clinton Hill,"Francis H. Kimball, 1886-87; chapel, Ebenezer L. Roberts, 1882-83; school, 1925-27",1882,1887,1925,1927,Francis H. Kimball; Ebenezer L. Roberts, , ,Gothic Revival, ,Church,"Religious, church, Baptist","Religious, school", ,1882 - 1887,http://s-media.nyc.gov/agencies/lpc/lp/0160.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/0160.jpg,1,Brooklyn,-35769600000, 
40.67816071,-73.9520331,,Point,406,872,BK,1200,16,1227 Pacific Street,3012000016,Saint Bartholomew's Church,LP-00820,"Borough of Brooklyn Tax Map Block 1200, Lot 16.",Block and Lot, ,Designated, ,655.89387,24583.34011,LP-0820,1.33E+11,Individual Landmark,Crown Heights North,"George P. Chappell, 1886-90",1886,1890,0,0,George P. Chappell, , ,Queen Anne, ,Church,"Religious, church, Episcopal", , ,1886 - 1890,http://s-media.nyc.gov/agencies/lpc/lp/0820.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/0820.jpg,1,Brooklyn,1.33E+11, 
40.6832197,-73.95935964,,Point,407,873,BK,1984,78,65 Putnam Avenue,3019840078,Lincoln Club,LP-02015,"Borough of Brooklyn, Tax Map Block 1984, Lot 78.",Block and Lot, ,Designated,"now Mechanics Temple, Independent Order of Mechanics of the Western Hemisphere",350.3226392,5288.999052,LP-2015,3.58E+11,Individual Landmark,Clinton Hill,"Rudolph L. Daus, 1889",1889,1889,0,0,Rudolph L. Daus, , ,Queen Anne, ,Club,"Institutional, private club", , ,1889,http://s-media.nyc.gov/agencies/lpc/lp/2015.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2015.jpg,1,Brooklyn,3.59E+11, 
40.67843735,-73.95382362,,Point,410,876,BK,1199,15,1322 Bedford Avenue,3011990015,23rd Regiment Armory,LP-00950,"Borough of Brooklyn Tax Map Block 1199, Lot 15.",Block and Lot, ,Designated, ,1356.59461,95021.41302,LP-0950,2.27E+11,Individual Landmark,Crown Heights North,"Fowler & Hough and Isaac Perry, 1891-95",1891,1895,0,0,Fowler & Hough; Isaac Perry, , ,Romanesque Revival, ,Armory,"Civic, armory", , ,1891 - 1895,http://s-media.nyc.gov/agencies/lpc/lp/0950.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/0950.jpg,1,Brooklyn,2.27E+11, 
40.68631363,-73.94778877,,Point,411,877,BK,1813,41,800 Marcy Avenue,3018130041,Saint George's Episcopal Church,LP-00946,"Borough of Brooklyn Tax Map Block 1813, Lot 41.",Block and Lot, ,Designated, ,502.0801132,15243.26366,LP-0946,2.22E+11,Individual Landmark,Bedford,"Richard Michell Upjohn, 1887-88, and Sunday school, 1889",1887,1888,1889,1889,Richard Michell Upjohn,Richard Michell Upjohn, ,High Victorian Gothic, ,Church,"Religious, church, Episcopal", , ,1887 - 1888,http://s-media.nyc.gov/agencies/lpc/lp/0946.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/0946.jpg,1,Brooklyn,2.22E+11, 
40.68525677,-73.97393118,,Point,413,879,BK,2004,33,88 Hanson Place,3020040033,Hanson Place Baptist Church,LP-00664,"Borough of Brooklyn Tax Map Block 2004, Lot 33.",Block and Lot,"Appears lot 33 was enlarged (taking a portion of lot 48) in 1966-67, before designation.",Designated,now Hanson Place Seventh Day Adventist Church,510.6114625,14826.37273,LP-0664,24624000000,Individual Landmark,Fort Greene,"George Penchard, 1857-60",1857,1860,0,0,George Penchard, , ,Greek Revival, ,Church,"Religious, church, Baptist","Religious, church, Seventh Day Adventist", ,1857 - 1860,http://s-media.nyc.gov/agencies/lpc/lp/0664.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/0664.jpg,1,Brooklyn,24710400000, 
40.67218158,-73.96806925,,Point,416,882,BK,1183,2,Grand Army Plaza,3011830002,"Brooklyn Public Library, Central Building",LP-01963,"Borough of Brooklyn Tax Map Block 1183, Lot 2.",Block and Lot, ,Designated, ,1641.445649,133395.8737,LP-1963,8.67E+11,Individual Landmark,Prospect Park,"Alfred Morton Githens and Francis Keally, 1935-41",1935,1941,0,0,Alfred Morton Githens; Francis Keally, ,Thomas Hudson Jones; C. Paul Jennewein,"Modern Classical, Art Deco", ,Library,"Civic, library", , ,1935 - 1941,http://s-media.nyc.gov/agencies/lpc/lp/1963.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1963.jpg,1,Brooklyn,8.67E+11, 
40.68268923,-73.96720568,,Point,421,887,BK,2010,10,520 Clinton Avenue,3020100010,Saint Luke's Episcopal Church,LP-02014,"Borough of Brooklyn, Tax Map Block 2010, Lot 10.",Block and Lot, ,Designated,now the Church of Saint Luke and Saint Matthew,729.9588629,27218.27183,LP-2014,3.58E+11,Individual Landmark,Clinton Hill,"John Welch, 1888-91",1888,1891,0,0,John Welch, , ,Northern Italian Romanesque, ,Church,"Religious, church, Episcopal", , ,1888 - 1891,http://s-media.nyc.gov/agencies/lpc/lp/2014.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2014.jpg,1,Brooklyn,3.59E+11, 
40.68068949,-73.91071623,,Point,422,888,BK,1528,1,241 MacDougal Street,3015280001,Public School 73,LP-01289,"Borough of Brooklyn, Tax Map Block 1528, Lot 1.",Block and Lot, ,Designated, ,949.1850806,54760.97005,LP-1289,4.64E+11,Individual Landmark,"Bedford-Stuyvesant, East New York","James W. Naughton, 1888, and addition, 1895",1888,1888,1895,1895,James W. Naughton,James W. Naughton, ,Romanesque Revival, ,School,"Civic, school", , ,1888,http://s-media.nyc.gov/agencies/lpc/lp/1289.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1289.jpg,1,Brooklyn,4.64E+11, 
40.67627063,-73.96978492,,Point,428,894,BK,1164,57,249 Sterling Place,3011640057,Public School 9,LP-00975,"Borough of Brooklyn Tax Map Block 1164, Lot 57.",Block and Lot, ,Designated,"later Public School 111, now Public School 340",538.498806,18045.39175,LP-0975,2.53E+11,Individual Landmark,Prospect Heights,"Samuel B. Leonard, 1867-68; additions, James W. Naughton, 1887",1867,1868,1887,1887,Samuel B. Leonard,James W. Naughton, ,Romanesque Revival, ,School,"Civic, school", , ,1867 - 1868,http://s-media.nyc.gov/agencies/lpc/lp/0975.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/0975.jpg,1,Brooklyn,2.53E+11, 
40.69429248,-73.92592832,,Point,432,898,BK,3264,1,855-867 Bushwick Avenue,3032640001,Reformed Church of South Bushwick,LP-00168,"Borough of Brooklyn Tax Map Block 3264, Lot 36.",Block and Lot,Designation report incorrectly lists landmark site as lot 36; at the time of designation the church was located on lot 1,Designated, ,504.2521122,15348.00479,LP-0168,-56419200000,Individual Landmark,Bushwick,"Messrs. Morgan, 1853; chapel and Sunday school. J. J. Buck, 1881; church enlargement, 1883",1853,1853,1881,1881,Messrs. Morgan,J. J. Buck, ,"Greek Revival, Georgian", ,Church,"Religious, church, Dutch Reformed", , ,1853,http://s-media.nyc.gov/agencies/lpc/lp/0168.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/0168.jpg,1,Brooklyn,-56332800000, 
40.69808634,-73.91656414,,Point,433,899,BK,3317,1,515 Knickerbocker Avenue,3033170001,Public School 116,LP-01975,"Borough of Brooklyn Tax Map Block 3317, Lot 1.",Block and Lot, ,Designated,also known as the Elizabeth Farrell School,612.0874869,20837.60031,LP-1975,1.02E+12,Individual Landmark,Bushwick,"James W. Naughton, 1897-99",1897,1899,0,0,James W. Naughton, , ,Romanesque Revival, ,School,"Civic, school", , ,1897 - 1899,http://s-media.nyc.gov/agencies/lpc/lp/1975.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/1975.jpg,1,Brooklyn,1.03E+12, 
40.70173512,-73.9565473,,Point,435,901,BK,2225,42,119 Heyward Street,3022250042,Public School 71K,LP-02006,"Borough of Brooklyn, Tax Map Block 2225, Lot 42.",Block and Lot, ,Designated,now the Beth Jacob School,518.945021,15483.1104,LP-2006,3.50E+11,Individual Landmark,Williamsburg,"James W. Naughton, 1888-89",1888,1889,0,0,James W. Naughton, , ,French Second Empire, ,School,"Civic, school", , ,1888 - 1889,http://s-media.nyc.gov/agencies/lpc/lp/2006.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2006.jpg,1,Brooklyn,3.50E+11, 
40.6948238,-73.92837553,,Point,436,902,BK,3241,18,790 Bushwick Avenue,3032410018,"Brooklyn Public Library, DeKalb Branch",LP-02054,"Borough of Brooklyn Tax Map Block 3241, Lot 18.",Block and Lot, ,Designated, ,479.0917364,14142.97958,LP-2054,1.08E+12,Individual Landmark,Bushwick South,"William B. Tubby, 1905",1905,1905,0,0,William B. Tubby, , ,Classical Revival, ,Library,"Civic, library", , ,1905,http://s-media.nyc.gov/agencies/lpc/lp/2054.pdf,http://www1.nyc.gov/assets/lpc/images/content/designations/2054.jpg,1,Brooklyn,1.08E+12, 
